id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,class
668,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.851838827,0.006287117,0.017798111,0.12071763,0.003358335,2
669,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.158187449,0.172156274,0.169292569,0.376247168,0.12411651,2
670,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.222315729,0.116779894,0.087083951,0.51799953,0.055820897,2
671,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.158747315,0.06516061,0.10456273,0.649916828,0.021612544,2
672,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.55356431,0.076147787,0.066721581,0.279136002,0.024430366,2
673,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.305663586,0.110385448,0.119388014,0.432309896,0.032253109,2
674,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.363668978,0.197605669,0.058088146,0.315393239,0.065243989,2
675,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.688098848,0.025951993,0.061782546,0.212709859,0.011456742,2
676,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.363027871,0.065930977,0.10716974,0.442756921,0.021114482,2
677,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.307683736,0.329811424,0.063967481,0.241732001,0.056805372,2
678,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.70782584,0.069084883,0.08492101,0.120265327,0.017902909,2
679,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.369102091,0.17697081,0.096461959,0.322122872,0.035342302,2
680,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.154892296,0.120350115,0.203177541,0.456413031,0.065166973,2
681,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.23458308,0.047673605,0.067221634,0.592229784,0.058291901,2
682,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557295918,0.045058057,0.038310673,0.293544769,0.065790609,2
683,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.222480401,0.116506964,0.074518695,0.498754621,0.087739319,2
684,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.54304862,0.056078054,0.058829062,0.29020524,0.051839001,2
685,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.451821774,0.149639383,0.068586946,0.275245607,0.054706302,2
686,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.294309855,0.128388688,0.122353405,0.434426695,0.020521324,2
687,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.367108345,0.315980315,0.053710327,0.240734562,0.022466455,2
688,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.533545256,0.079914235,0.064418316,0.292559803,0.029562403,2
689,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.078220986,0.687075078,0.126101002,0.097175963,0.011426997,2
690,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.229928255,0.0798117,0.039552145,0.582712054,0.067995779,2
691,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.539354563,0.168202147,0.04338704,0.236251533,0.012804743,2
692,P+,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.243733957,0.186121285,0.060315091,0.450671017,0.059158657,2
693,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.247742742,0.177662998,0.082691386,0.461144745,0.030758124,2
694,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.424318016,0.136294246,0.049260318,0.358302593,0.031824857,2
695,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.560474515,0.033811886,0.229065269,0.168016136,0.008632164,2
696,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.413155913,0.161240816,0.103911355,0.288235962,0.033455908,2
697,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.254754484,0.295252115,0.062363796,0.373909384,0.013720199,2
698,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.540686488,0.096217334,0.138367757,0.201237857,0.023490563,2
699,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.181553602,0.095626473,0.166920334,0.533408642,0.02249088,2
700,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.087685935,0.332802832,0.370546609,0.155437052,0.053527541,2
701,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.054304585,0.573680282,0.153478771,0.168039635,0.050496776,2
702,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.24192974,0.079946764,0.095157415,0.562293351,0.020672761,2
703,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.531660676,0.100256272,0.052021589,0.299068242,0.016993245,2
704,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.150324643,0.44419831,0.076373875,0.238613591,0.090489566,2
705,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.542231679,0.066543721,0.134762779,0.161202416,0.095259435,2
706,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.421286881,0.066527076,0.133504778,0.36126557,0.017415684,2
707,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.65141809,0.06961599,0.032146066,0.14319855,0.103621334,2
708,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.34604004,0.154009506,0.12092901,0.265881598,0.11313989,2
709,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.54770714,0.067003042,0.152372137,0.191506788,0.041410916,2
710,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.439640343,0.047515221,0.041940939,0.313783169,0.157120377,2
711,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382452369,0.180229127,0.075985253,0.329439461,0.03189376,2
712,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.575354636,0.060525272,0.048737179,0.288014978,0.027367989,2
713,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.130272508,0.114432849,0.170305759,0.461905122,0.123083785,2
714,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.323097646,0.151712805,0.071199685,0.348909914,0.105079949,2
715,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.253047168,0.157875225,0.090575963,0.442725599,0.05577603,2
716,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.210040778,0.08333645,0.071656615,0.581585824,0.053380284,2
717,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.568390965,0.023312401,0.167962253,0.232945472,0.00738891,2
718,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.040055811,0.59740895,0.101399884,0.136709973,0.124425381,2
719,P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.076342903,0.153560087,0.063907124,0.253816038,0.452373922,2
720,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.432701081,0.031166174,0.087979242,0.430559039,0.017594451,2
721,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.538432896,0.115369529,0.10926035,0.196823344,0.040113866,2
722,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.296661258,0.022046104,0.09411747,0.57701695,0.010158189,2
723,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.306631982,0.014530662,0.026398532,0.647547483,0.004891376,2
724,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.391998947,0.104351774,0.066592298,0.402170181,0.034886803,2
725,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.325322181,0.092302278,0.07926593,0.472555339,0.030554246,2
726,P+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.426152468,0.166919112,0.157410145,0.229707241,0.019810988,2
727,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.195490748,0.120239027,0.203745425,0.230924487,0.249600306,2
728,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.207426861,0.063403137,0.105494916,0.593077064,0.030598026,2
729,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.274040669,0.092188872,0.076685637,0.507073164,0.050011668,2
730,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.30367738,0.146884531,0.057452813,0.431220412,0.060764886,2
731,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.371724188,0.157857284,0.095808558,0.314187765,0.060422245,2
732,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.30407539,0.075339615,0.114477456,0.493240476,0.012867059,2
733,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.444712579,0.087655559,0.083166637,0.328315854,0.056149382,2
734,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.559765041,0.127632111,0.07887046,0.224377811,0.009354561,2
735,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.334259003,0.273941487,0.10642267,0.252761424,0.032615431,2
736,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.63324672,0.054744512,0.090665624,0.207369238,0.013973895,2
737,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.375499725,0.073128559,0.073100671,0.469069898,0.009201132,2
738,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.423801541,0.062863365,0.111876458,0.378067374,0.02339134,2
739,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.597224653,0.039395846,0.063520744,0.289786518,0.010072255,2
740,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.35519743,0.090204418,0.113892734,0.397735953,0.042969398,2
741,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.471133411,0.066059493,0.025128022,0.366703987,0.070975058,2
742,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.360865057,0.07343296,0.124162301,0.402630329,0.038909413,2
743,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.418850243,0.109369047,0.036729991,0.422897577,0.012153164,2
744,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.378769487,0.183582813,0.099441662,0.203618899,0.134587109,2
745,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.299665093,0.222729921,0.095946163,0.301636904,0.080021866,2
746,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.21156922,0.183111206,0.071340159,0.482905149,0.051074307,2
747,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.421207786,0.107638657,0.096373484,0.331199318,0.043580797,2
748,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.445623368,0.199273035,0.029828714,0.267462492,0.057812393,2
749,N+,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.278486729,0.255586058,0.070564255,0.345986128,0.049376816,2
750,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.38645041,0.174525157,0.054158583,0.322116137,0.062749684,2
751,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.491922379,0.100960806,0.150254488,0.23618874,0.020673562,2
752,P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.460277498,0.083366811,0.120521873,0.277512729,0.058321156,2
753,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.462961018,0.035888866,0.068513572,0.387084186,0.04555238,2
754,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.326706946,0.087314509,0.069016337,0.501494229,0.01546797,2
755,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.812799573,0.012507815,0.028464496,0.141973227,0.004254869,2
756,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.51852113,0.050505977,0.046704575,0.30328995,0.080978408,2
757,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.433397233,0.074478239,0.082799792,0.365483046,0.043841686,2
758,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.12165986,0.353740156,0.170391291,0.302424937,0.051783714,2
759,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.516275406,0.053802557,0.061385084,0.291036427,0.0775005,2
760,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.368173569,0.083525158,0.163659513,0.340928912,0.043712828,2
761,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.669422448,0.024533683,0.062007442,0.224884808,0.019151591,2
762,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.795097768,0.011195441,0.035809118,0.099300787,0.058596924,2
763,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.461599946,0.053014372,0.205051363,0.230259493,0.050074846,2
764,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.653827429,0.029614987,0.057658195,0.231599301,0.027300093,2
765,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.194180191,0.15007259,0.038639516,0.547339737,0.069767982,2
766,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.114287645,0.586717308,0.033756901,0.242708325,0.022529848,2
767,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.392613262,0.14533408,0.137773558,0.271060705,0.05321838,2
768,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.35067901,0.092259884,0.153334409,0.32352072,0.080205947,2
769,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.675050318,0.028034668,0.0504019,0.229950011,0.016563077,2
770,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.62673533,0.027017839,0.062569588,0.210137948,0.073539287,2
771,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.51701504,0.064677097,0.09740214,0.304073393,0.016832355,2
772,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.257400572,0.195239812,0.212047368,0.296776146,0.038536087,2
773,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.531095743,0.089676321,0.13453801,0.212267458,0.032422483,2
774,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.634429038,0.055931602,0.074328929,0.126765713,0.108544648,2
775,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.677361131,0.051746096,0.065087087,0.156101853,0.04970384,2
776,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.383649617,0.059321996,0.039928623,0.486158222,0.030941524,2
777,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.284723759,0.12213169,0.079667777,0.499233276,0.014243534,2
778,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.491942227,0.165735319,0.115433767,0.188572153,0.038316526,2
779,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.322902054,0.11984545,0.066777892,0.402410418,0.088064224,2
780,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.494079024,0.056432389,0.164674088,0.268238068,0.016576419,2
781,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.308313608,0.064160109,0.075189874,0.516846836,0.0354896,2
782,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.234285265,0.131488785,0.146352559,0.452343702,0.035529666,2
783,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.410475135,0.056673467,0.095287628,0.346664548,0.090899259,2
784,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.349078923,0.072108865,0.107712567,0.431375235,0.039724432,2
785,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.350699306,0.096958205,0.100559272,0.426790565,0.024992673,2
786,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.379502416,0.124618769,0.030161377,0.360324919,0.105392531,2
787,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.218694106,0.336123765,0.065623105,0.343717664,0.035841331,2
788,P,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.450240254,0.013711106,0.04611437,0.484704733,0.005229531,2
789,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.084145077,0.588350177,0.04698642,0.203900218,0.076618165,2
790,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.272379547,0.154436871,0.131308362,0.407938242,0.033936899,2
791,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.15353483,0.138346285,0.054113984,0.318848073,0.335156769,2
792,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.444580168,0.069979101,0.101891518,0.339634478,0.043914717,2
793,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.240988582,0.057607837,0.088479459,0.461800456,0.151123673,2
794,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.18171896,0.150880605,0.0642341,0.571552277,0.031614114,2
795,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.177826613,0.167489707,0.085272305,0.478299141,0.091112249,2
796,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.40806976,0.173001841,0.080769151,0.314391702,0.023767607,2
797,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.482033312,0.05194049,0.064319029,0.368341058,0.033366133,2
798,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.176168635,0.299002111,0.060182821,0.398283243,0.066363126,2
799,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.561918974,0.066437274,0.026438124,0.28358835,0.0616173,2
800,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.273942024,0.220786184,0.060136411,0.410369515,0.034765802,2
801,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.507342339,0.060172394,0.089224726,0.33074677,0.012513747,3
802,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.238293201,0.181155726,0.180341393,0.349616826,0.050592847,3
803,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.452775776,0.054801319,0.051873498,0.314962089,0.125587344,3
804,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.37110576,0.093300134,0.071156174,0.420837104,0.043600835,3
805,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.629892886,0.100854404,0.150689468,0.098095834,0.02046733,3
806,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.54327035,0.056180235,0.11318142,0.269607812,0.01776015,3
807,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.101647951,0.062199645,0.040081736,0.549563944,0.246506691,3
808,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.197176665,0.087134451,0.167566687,0.511855602,0.03626658,3
809,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.651436925,0.063111357,0.063278884,0.213033438,0.009139379,3
810,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.103308916,0.155428439,0.045254856,0.421197295,0.274810493,3
811,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.820715785,0.031452026,0.017313676,0.118663505,0.011854991,3
812,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.547112882,0.079264164,0.075662524,0.277880818,0.020079546,3
813,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.520050585,0.113707624,0.106744133,0.228590816,0.030906787,3
814,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.362772375,0.252117395,0.104562879,0.247656524,0.032890815,3
815,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.67279017,0.041021116,0.045055773,0.192436844,0.048696026,3
816,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.485249996,0.10928078,0.151486665,0.211815894,0.04216671,3
817,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.296554595,0.15434061,0.157211691,0.290573537,0.101319589,3
818,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.690485716,0.04153689,0.047323041,0.19468832,0.025966095,3
819,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.573234439,0.121572666,0.070562191,0.140239373,0.094391398,3
820,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.284356683,0.169027582,0.074050859,0.356486261,0.1160786,3
821,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.646120071,0.026549282,0.069535181,0.250669241,0.007126218,3
822,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.738243461,0.061078157,0.028612373,0.151378587,0.020687394,3
823,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.124347113,0.246272713,0.058735654,0.285306752,0.285337776,3
824,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.608830571,0.034126069,0.037610684,0.167185426,0.152247205,3
825,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.666814685,0.025281599,0.039381497,0.255662829,0.012859416,3
826,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.461802959,0.141949371,0.044852048,0.286433518,0.064962082,3
827,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.352626562,0.084548637,0.094940528,0.392283022,0.07560122,3
828,NEU,AGREEMENT,SUBJECTIVE,82,IRONIC,0.595827699,0.054465797,0.027565546,0.271367848,0.050773103,3
829,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.297843426,0.203580022,0.039827555,0.429996848,0.028752193,3
830,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.092956826,0.378332585,0.082399637,0.358492196,0.087818734,3
831,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.463648587,0.184020579,0.06935852,0.157121286,0.12585102,3
832,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.560949504,0.032971438,0.186859608,0.203172684,0.016046811,3
833,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.147124052,0.135801196,0.059360769,0.383212507,0.274501443,3
834,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.684499621,0.022428432,0.018330483,0.232545763,0.042195667,3
835,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.417191625,0.124743573,0.042431749,0.376957774,0.038675219,3
836,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.436845928,0.026795195,0.385342002,0.147108942,0.003907955,3
837,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.398484826,0.046897978,0.122251883,0.42427218,0.008093171,3
838,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.615060925,0.06576778,0.045958802,0.193470255,0.079742216,3
839,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.150889888,0.1220029,0.081962399,0.277368069,0.367776722,3
840,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.207884759,0.270535827,0.057164811,0.241933182,0.222481459,3
841,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.667170942,0.107697144,0.031740118,0.177678689,0.015713073,3
842,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.449277222,0.095995679,0.074644446,0.346158385,0.033924215,3
843,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.497477353,0.123394042,0.134082764,0.218953431,0.026092354,3
844,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.236709878,0.222210914,0.087174252,0.301601171,0.15230377,3
845,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.792387724,0.03306571,0.036932096,0.121650741,0.015963785,3
846,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.265387505,0.25861147,0.162977919,0.27612558,0.036897458,3
847,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.566526115,0.143120378,0.035313871,0.166411892,0.088627778,3
848,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.325191379,0.063991614,0.082236707,0.320690155,0.207890093,3
849,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.346802235,0.270795703,0.147993356,0.163395137,0.071013585,3
850,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.245790571,0.129236877,0.03140825,0.41817674,0.175387561,3
851,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.13653776,0.323483527,0.051679272,0.376342595,0.11195685,3
852,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.639739037,0.043510657,0.060368132,0.250182301,0.006199909,3
853,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.334318101,0.147331104,0.056216717,0.402878702,0.059255376,3
854,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.17419304,0.062746599,0.054755002,0.651538491,0.05676686,3
855,N,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.732686996,0.034597263,0.038921572,0.156631663,0.037162524,3
856,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.255335331,0.445602179,0.084114023,0.196326733,0.018621664,3
857,P,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.119898103,0.582514286,0.073324315,0.148411348,0.075851999,3
858,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.491869986,0.079019941,0.032882478,0.348986983,0.047240593,3
859,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.516801715,0.016389064,0.032836117,0.235704988,0.19826816,3
860,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.659116387,0.082683876,0.062045619,0.181060359,0.015093697,3
861,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.433551461,0.031834379,0.058935687,0.442618251,0.033060241,3
862,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.590782523,0.064731032,0.039678805,0.240705252,0.064102441,3
863,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.47709167,0.06935025,0.136657864,0.261248529,0.055651687,3
864,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.311685473,0.168941811,0.057565413,0.405237973,0.056569405,3
865,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.63099128,0.042175621,0.109787196,0.183909088,0.033136837,3
866,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196687192,0.157906875,0.105185539,0.523006618,0.017213752,3
867,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.471474886,0.089362286,0.156145722,0.24901475,0.034002353,3
868,NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.555882871,0.094904959,0.073706135,0.248388469,0.027117558,3
869,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.808464706,0.006636663,0.014031342,0.164088249,0.006778952,3
870,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.521038175,0.078561515,0.0790755,0.280847907,0.040476888,3
871,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.565448701,0.088823602,0.0347289,0.241437972,0.069560818,3
872,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.18103525,0.16388765,0.13297011,0.338387847,0.183719128,3
873,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.630165398,0.058220278,0.03727708,0.247242361,0.027094837,3
874,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.352507412,0.011535327,0.040406443,0.589499831,0.006051024,3
875,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.349578291,0.244529814,0.076697029,0.250968754,0.078226142,3
876,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.196813449,0.263482988,0.070952818,0.303550065,0.165200725,3
877,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.879111946,0.023477864,0.020237828,0.054529227,0.022643203,3
878,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.729050577,0.038155101,0.011672154,0.200773507,0.020348655,3
879,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.682709992,0.058192555,0.05392215,0.195220187,0.009955125,3
880,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.177170396,0.259085625,0.177153945,0.290839672,0.095750354,3
881,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.546928823,0.027727302,0.230250224,0.166554376,0.028539272,3
