id,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise,noAlphanumerics,negation_words,word_number,misspelled,extraversion,openness,agreeableness,conscientiousness,class
420,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.551719606,0.091368869,0.142178103,0.161601886,0.053131573,76,0,74,2,0.506385203,0.52166082,0.421457913,0.52972421,2
421,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.603236079,0.046763763,0.069627501,0.107915297,0.172457322,50,22,47,0,0.350224098,0.660771221,0.373984524,0.505851982,2
422,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.544195533,0.031070815,0.027235072,0.365265608,0.032232944,158,55,149,4,0.459789837,0.548659821,0.401263733,0.530357167,2
423,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.575379848,0.086247683,0.073796056,0.2291812,0.035395171,117,11,110,3,0.413740836,0.469637513,0.49978222,0.576098563,2
424,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.658713162,0.013394406,0.028745528,0.276420236,0.022726635,109,0,100,1,0.350267434,0.51456605,0.384633206,0.55356286,2
425,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.19721587,0.074053213,0.10423483,0.52289176,0.101604313,70,11,67,1,0.612922698,0.647038015,0.480794186,0.430241033,2
426,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.641372144,0.063436709,0.15869385,0.126247972,0.010249303,109,0,105,1,0.475966376,0.578316485,0.417415303,0.489227938,2
427,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.45309341,0.036480948,0.096719101,0.367726922,0.045979571,143,0,142,15,0.521108369,0.55681254,0.42033745,0.521440925,2
428,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.667310417,0.015498574,0.150119007,0.138454795,0.028617203,78,22,75,2,0.340021655,0.518518445,0.394054321,0.588686623,2
429,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.546735823,0.095612884,0.057961415,0.220099062,0.079590775,116,0,110,4,0.573444522,0.52311742,0.540832138,0.468367359,2
430,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.473242581,0.059597958,0.176076934,0.275896728,0.015185782,128,22,124,2,0.307179334,0.614306192,0.338914936,0.582609436,2
431,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.434236109,0.173086077,0.04668197,0.205247909,0.14074792,128,0,124,1,0.571020629,0.547809917,0.486932472,0.436745663,2
432,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.318401694,0.074169397,0.045218058,0.491793096,0.070417769,132,11,129,1,0.383316122,0.56255034,0.413451537,0.602384083,2
433,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.350136429,0.022918049,0.045538567,0.573847294,0.0075596,78,0,77,0,0.515051415,0.473684305,0.552624136,0.508258671,2
434,P,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.172391295,0.020876143,0.012461335,0.424751788,0.369519442,102,22,97,1,0.492475872,0.49570183,0.495069142,0.497916405,2
435,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.116697073,0.171578676,0.103026643,0.515097857,0.093599737,95,0,93,2,0.49190954,0.571790043,0.521102669,0.481758973,2
436,P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.628631592,0.046761997,0.054275956,0.2495794,0.020751102,60,11,58,1,0.490704813,0.505962746,0.397627091,0.528507069,2
437,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.546891332,0.030824538,0.026785139,0.37679708,0.018701965,82,11,80,0,0.497328227,0.546662367,0.385880745,0.480831175,2
438,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.41680786,0.041324634,0.021567333,0.447479129,0.072821021,177,0,174,2,0.500685335,0.486305661,0.491056887,0.50402628,2
439,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.473026037,0.16776675,0.067332156,0.221500933,0.070374116,155,22,151,3,0.388672391,0.595094635,0.372583625,0.51776312,2
440,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.337093532,0.069999993,0.050729193,0.487849057,0.054328177,68,22,65,2,0.494464353,0.491274785,0.487413742,0.488817857,2
441,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.575195968,0.016359981,0.050742231,0.348196179,0.0095057,247,55,237,3,0.481722705,0.502091333,0.37430642,0.498644748,2
442,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.652411759,0.034072407,0.044038069,0.199640021,0.069837771,46,0,45,1,0.513489369,0.51893402,0.429435263,0.51262902,2
443,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.879582345,0.014614431,0.012505255,0.091421917,0.00187606,123,0,120,9,0.365794173,0.51085798,0.50691679,0.556716913,2
444,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.537996173,0.062816896,0.131957233,0.231303751,0.035925999,56,0,54,1,0.529830738,0.540200793,0.343779238,0.530520569,2
445,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.294636905,0.063130498,0.071242064,0.337087333,0.23390317,86,22,80,3,0.614302754,0.536142999,0.568207488,0.465014477,2
446,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.288199693,0.080569729,0.085319251,0.487414658,0.058496729,96,11,94,2,0.505471964,0.589500671,0.47830793,0.450601067,2
447,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.457830489,0.100605167,0.059387848,0.349493444,0.032682985,119,55,113,2,0.425411079,0.558999815,0.438683097,0.528740657,2
448,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.466614336,0.053377055,0.127526686,0.327302217,0.025179693,72,11,67,2,0.525794922,0.585469276,0.363538064,0.47993693,2
449,N,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.792331278,0.01141355,0.023150699,0.156033769,0.017070698,137,0,133,2,0.420196755,0.491549207,0.348091032,0.536996583,2
450,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.364932388,0.175894618,0.11498934,0.300135851,0.044047724,108,0,106,3,0.475869844,0.584775118,0.360528384,0.499708877,2
451,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.398110569,0.06398119,0.034682002,0.411899984,0.091326244,192,22,187,5,0.490955973,0.507826816,0.410729158,0.532954843,2
452,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.48927781,0.058062881,0.055780225,0.363860011,0.033019122,105,22,100,3,0.499069327,0.438692212,0.44910588,0.51387455,2
453,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.447157085,0.04012401,0.086193487,0.422323406,0.004201974,119,0,118,1,0.488652901,0.528114746,0.421319502,0.494883354,2
454,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.605727911,0.032408934,0.051306225,0.284491003,0.026065907,106,11,102,1,0.565392145,0.496766534,0.581820587,0.475768756,2
455,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.362643957,0.05399663,0.064499721,0.403009832,0.115849845,63,0,61,1,0.424176623,0.51618658,0.411428794,0.503627901,2
456,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.749251366,0.057498906,0.019413881,0.141504019,0.032331813,62,11,59,1,0.482523096,0.562119552,0.346647171,0.469987931,2
457,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.406577319,0.115227528,0.078222834,0.3796767,0.020295598,69,11,66,0,0.510935219,0.58081509,0.500036478,0.452969223,2
458,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.223475188,0.331650674,0.093964413,0.260862887,0.09004686,679,0,553,9,0.516694974,0.495409133,0.502713999,0.51557299,2
459,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.647469461,0.100504324,0.05778062,0.174953952,0.019291626,143,11,141,0,0.4580522,0.513992234,0.381579951,0.515920373,2
460,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.709083796,0.02160161,0.033111259,0.206028014,0.030175408,95,0,93,0,0.491443379,0.486582805,0.362810425,0.519070239,2
461,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.826538563,0.012385747,0.022194354,0.102754399,0.036127005,62,0,60,1,0.435915935,0.490104191,0.411502587,0.579806494,2
462,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.588446796,0.041186653,0.030060466,0.332999229,0.007306837,215,55,203,6,0.398740513,0.487127387,0.414271614,0.535973927,2
463,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.281734705,0.374281585,0.047190726,0.257227957,0.039564993,42,0,41,1,0.401710567,0.609814005,0.374946214,0.518769722,2
464,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.253279924,0.055323534,0.084299475,0.232677072,0.374419987,105,0,103,2,0.493017367,0.527377091,0.492310086,0.509641025,2
465,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.275872946,0.327547908,0.082368039,0.254680395,0.059530705,146,0,123,3,0.41821685,0.494206664,0.370391644,0.613169507,2
466,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.505343437,0.068384677,0.062711954,0.193578407,0.169981524,87,0,86,1,0.370390855,0.478137949,0.333739194,0.599456147,2
467,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.66720432,0.036803357,0.13640523,0.15365015,0.005936942,178,22,175,22,0.337187945,0.560636364,0.319195195,0.549816445,2
468,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.463097095,0.055649988,0.090374187,0.327416331,0.063462421,64,0,61,9,0.430960362,0.505246815,0.38517961,0.534931541,2
469,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.572784722,0.097853012,0.064697906,0.223842144,0.040822193,151,0,149,0,0.45459328,0.501419147,0.438522417,0.517865766,2
470,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.701165497,0.038406882,0.043771081,0.206126377,0.010530174,50,11,48,2,0.640889145,0.66008884,0.364064224,0.449717317,2
471,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.485372752,0.020334734,0.394517392,0.088771217,0.011003925,117,11,115,2,0.528276734,0.481595783,0.472114085,0.522177386,2
472,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.288534343,0.065414593,0.103072792,0.429514766,0.113463528,57,22,52,2,0.498296857,0.460076982,0.502313383,0.478034175,2
473,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.458845288,0.039469216,0.128570199,0.359847069,0.013268205,123,22,120,0,0.47777676,0.506351727,0.374597526,0.488385692,2
474,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.554717183,0.080770448,0.078685232,0.236797169,0.049029998,28,0,27,0,0.375385898,0.478923615,0.418700631,0.540975175,2
475,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.64789772,0.076202855,0.047822371,0.206762552,0.021314511,385,22,366,16,0.342425686,0.502775944,0.298977566,0.551040927,2
476,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.5738011,0.045421425,0.122762337,0.201101035,0.056914046,103,11,99,1,0.460837914,0.491760691,0.384025674,0.548658953,2
477,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.761927485,0.034622386,0.028338635,0.143119186,0.03199226,198,44,193,2,0.586518277,0.573929,0.480062827,0.436440224,2
478,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.551338315,0.074390523,0.078792013,0.258818746,0.036660388,96,0,94,3,0.605738437,0.484114206,0.456727291,0.484450271,2
479,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.157953501,0.448370278,0.153976277,0.157316938,0.082382984,24,0,23,3,0.563803451,0.455023484,0.4673244,0.533714817,2
480,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.518991649,0.035566553,0.097767666,0.156151295,0.191522792,204,44,198,3,0.363120288,0.532525544,0.383225757,0.529847369,2
481,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.501894414,0.074413873,0.071380958,0.275025994,0.077284731,231,0,229,5,0.454671812,0.600967275,0.451951199,0.514672455,2
482,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.624976218,0.029307,0.05871385,0.27313751,0.013865449,193,0,189,5,0.499810835,0.465386867,0.499126124,0.505815876,2
483,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.34256804,0.051499922,0.044326834,0.512009084,0.049596153,224,0,203,3,0.500818848,0.517766443,0.471252641,0.52283422,2
484,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.478559494,0.135207668,0.118395023,0.254247546,0.013590261,36,11,34,3,0.420709931,0.555289944,0.333718686,0.50500033,2
485,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.683783293,0.042461883,0.045649558,0.221584946,0.006520307,85,22,81,2,0.510087665,0.496023668,0.489175456,0.482126413,2
486,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.680392265,0.022786729,0.081050619,0.198974118,0.016796283,227,22,215,5,0.509785183,0.497953961,0.454032012,0.498822824,2
487,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.320705563,0.062716596,0.177087992,0.408738077,0.030751787,101,11,99,5,0.458457388,0.454460763,0.384366496,0.519552704,2
488,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.228072345,0.072513551,0.043569084,0.448290318,0.207554683,68,22,64,1,0.577842138,0.558615308,0.503963001,0.464348024,2
489,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.609237731,0.032517254,0.055476487,0.298799008,0.003969564,164,44,154,4,0.443639536,0.444974278,0.352845801,0.540732217,2
490,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.550288916,0.050632231,0.130206153,0.24615401,0.022718694,119,11,113,3,0.455215949,0.457680794,0.369228343,0.549268323,2
491,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.498088092,0.102448016,0.087615192,0.193501249,0.118347399,114,0,113,3,0.378697853,0.508949982,0.409476535,0.537979928,2
492,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.286471754,0.308526069,0.055431984,0.257231116,0.092339098,172,11,166,5,0.526131415,0.471746811,0.484715831,0.506244029,2
493,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.422405541,0.204707503,0.068214864,0.197669595,0.107002489,30,0,29,1,0.500418687,0.494984813,0.549626308,0.512943834,2
494,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.140228346,0.11599236,0.032373987,0.572050095,0.139355212,106,22,99,4,0.443143724,0.514653632,0.470686349,0.497423648,2
495,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.431077927,0.049688216,0.113393754,0.369248331,0.036591768,117,33,113,2,0.491766058,0.457322341,0.443599034,0.552375595,2
496,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.286043882,0.149697691,0.111350849,0.431836963,0.02107065,59,0,55,0,0.436906978,0.484282248,0.416777224,0.520244284,2
497,P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.501184106,0.140008613,0.05394008,0.260155529,0.044711649,170,44,162,1,0.501471117,0.590334512,0.418197457,0.501871829,2
498,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.392006755,0.047807682,0.093414694,0.338334918,0.128435954,58,22,55,2,0.485187183,0.478733552,0.461237539,0.531573825,2
499,N,AGREEMENT,SUBJECTIVE,88,NONIRONIC,0.409870028,0.124966115,0.069647886,0.328872859,0.066643149,66,0,65,1,0.582596378,0.484963396,0.437150631,0.515946406,2
500,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.451005101,0.071761265,0.166287899,0.214655936,0.096289784,91,44,86,1,0.582141631,0.586090379,0.435725019,0.476565047,2
501,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.387568772,0.075171091,0.139495358,0.345517308,0.052247465,79,0,77,2,0.510750828,0.559508769,0.491597761,0.492821417,2
502,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.643514514,0.014786627,0.031638984,0.30260098,0.007458895,122,0,118,3,0.487957802,0.514178064,0.39982121,0.49582424,2
503,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.569125414,0.053892069,0.048291102,0.300292671,0.0283987,19,11,17,1,0.439678441,0.479112876,0.425441656,0.517993887,2
504,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.068861365,0.44125551,0.043225653,0.160166293,0.286491126,140,11,136,2,0.495694423,0.540175911,0.50541251,0.478791906,2
505,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.396153212,0.042646758,0.109198287,0.400438428,0.051563311,171,22,155,2,0.461906398,0.630375155,0.355997763,0.514882366,2
506,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.30248037,0.130571961,0.054933902,0.271939278,0.240074456,92,11,90,3,0.387590083,0.618167259,0.460118836,0.532433232,2
507,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.602959633,0.043921243,0.073260114,0.2632263,0.016632693,107,22,103,1,0.509530094,0.48614283,0.484246508,0.502626416,2
508,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.388874561,0.050857898,0.128175303,0.376810759,0.055281464,111,0,75,0,0.527515799,0.544292577,0.447062837,0.476388101,2
509,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.522601902,0.176367432,0.040771611,0.171949029,0.088309959,112,0,111,6,0.568871104,0.575313144,0.503662317,0.423217642,2
510,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.316783696,0.058263533,0.199084237,0.40304637,0.022822136,97,0,95,1,0.576852964,0.433045239,0.551051825,0.49511923,2
511,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.094901964,0.499856889,0.0218543,0.142701715,0.24068512,53,22,50,2,0.543490111,0.553304784,0.444906226,0.452920024,2
512,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.414644629,0.033166729,0.038879447,0.47221905,0.041090127,92,0,89,2,0.420644578,0.502683469,0.426180397,0.50300649,2
513,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.458326221,0.193952575,0.038869999,0.280857772,0.027993426,292,55,285,6,0.486695512,0.483842964,0.374389254,0.528821148,2
514,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.384870768,0.091746286,0.329085082,0.15488039,0.039417464,64,0,63,1,0.464328395,0.584130959,0.393164261,0.516513652,2
515,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.452125609,0.045053788,0.037471332,0.373136252,0.092212975,65,11,63,0,0.49109976,0.5122518,0.478830937,0.508436252,2
516,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.718324304,0.017323744,0.019738168,0.238012254,0.006601562,58,22,54,0,0.511550303,0.486873463,0.46387227,0.479604388,2
517,P,DISAGREEMENT,SUBJECTIVE,90,NONIRONIC,0.323765218,0.065839186,0.089881077,0.484838068,0.03567642,97,0,96,4,0.633912796,0.488559207,0.50600622,0.482186229,2
518,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.569643617,0.063899256,0.12320105,0.21077475,0.032481316,87,0,86,2,0.475518941,0.444248075,0.460994571,0.529181843,2
519,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.46276769,0.059739627,0.098575808,0.302714884,0.076201938,111,0,108,0,0.557760173,0.506235499,0.500830725,0.470778101,2
520,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.615020871,0.09835308,0.060942803,0.17916581,0.046517398,166,55,159,2,0.429962012,0.512433565,0.417379593,0.506919915,2
521,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.541918993,0.050594218,0.181785882,0.211169392,0.014531528,214,33,209,10,0.436092726,0.523209699,0.370666449,0.571948484,2
522,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.22081174,0.107388288,0.129202411,0.441920429,0.100677177,145,0,140,6,0.511114888,0.47539449,0.434822832,0.523635614,2
523,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.220691174,0.454458416,0.104912356,0.199555606,0.020382449,96,0,95,2,0.413238468,0.537433854,0.492306299,0.542589544,2
524,N+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.448967457,0.045480922,0.055879701,0.394544065,0.05512787,282,22,278,4,0.495007109,0.49998478,0.4635211,0.528430206,2
525,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.654026151,0.04442662,0.0361287,0.215574116,0.049844377,122,11,118,2,0.447847842,0.423415436,0.516887994,0.590217149,2
526,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.316549063,0.114464492,0.078632541,0.451729268,0.038624696,169,33,163,1,0.51452383,0.571446076,0.439468459,0.47664972,2
527,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.586801052,0.038560435,0.077306494,0.256696403,0.040635616,104,11,101,2,0.525382025,0.505071297,0.45642378,0.525467072,2
528,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.616446197,0.013843432,0.036976315,0.31268537,0.020048721,68,22,64,1,0.454726664,0.44560584,0.394056605,0.551865577,2
529,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.484577775,0.033970736,0.063064858,0.376502812,0.04188386,173,0,168,6,0.439170765,0.609356038,0.422040358,0.488255485,2
530,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.176622152,0.126893416,0.045929406,0.635359943,0.015195095,398,33,384,18,0.441960858,0.565153341,0.392017968,0.524655427,2
531,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.681483507,0.026672335,0.046761129,0.240183771,0.00489927,84,0,83,4,0.473869006,0.55727535,0.487030409,0.500608428,2
532,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.497689366,0.058874249,0.051549047,0.350440443,0.041446842,71,0,66,0,0.460116536,0.689293524,0.370408673,0.47458194,2
533,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.447992891,0.053899031,0.064861149,0.418844581,0.014402354,145,33,141,6,0.480984977,0.521288594,0.408803851,0.510586317,2
534,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.679390311,0.05396878,0.04737518,0.20391494,0.015350712,130,0,122,5,0.519897171,0.474255039,0.410056798,0.530139628,2
535,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.637834072,0.071638599,0.068978123,0.212244734,0.009304464,144,55,134,6,0.479098778,0.475339711,0.379753597,0.501662535,2
536,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.521051347,0.041151863,0.102146521,0.295432359,0.040217981,85,0,81,2,0.477330496,0.44180354,0.355572663,0.548158792,2
537,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.292525351,0.422373235,0.041866031,0.231874317,0.011361063,82,0,80,1,0.532997638,0.499819141,0.441028712,0.489774438,2
538,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.405795693,0.18381305,0.206108168,0.178566247,0.025716811,96,33,92,1,0.417942606,0.498653704,0.478921348,0.554696337,2
539,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.300853044,0.065415397,0.050455369,0.453871071,0.129405141,64,0,63,0,0.492282775,0.507869683,0.391630142,0.526088756,2
540,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.487238467,0.04707209,0.066593297,0.360394418,0.038701743,98,22,95,2,0.485985164,0.494794318,0.369131169,0.49617882,2
541,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.334117532,0.12320821,0.077648133,0.355323315,0.109702796,36,11,34,1,0.577392081,0.492371824,0.321061657,0.531818022,2
542,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.648675442,0.005520047,0.024823492,0.233110249,0.087870784,88,0,87,2,0.541177919,0.505671933,0.44729217,0.478094073,2
543,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.270154089,0.030270621,0.042751558,0.590136647,0.066687062,83,0,82,1,0.378017919,0.690783101,0.318376261,0.50031046,2
544,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.532310486,0.062614672,0.09154661,0.284432411,0.029095806,483,0,314,3,0.51684771,0.465044983,0.388513024,0.535961714,2
545,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.207144186,0.127816871,0.027195748,0.160072833,0.477770388,58,0,57,2,0.466761417,0.536284438,0.425893421,0.527587845,2
546,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.143596813,0.195375502,0.078655943,0.151191682,0.43118006,108,11,106,1,0.461839171,0.566453392,0.430717859,0.509344399,2
547,N,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.511509418,0.046212498,0.128513634,0.245502144,0.068262286,117,11,113,1,0.532437421,0.512139713,0.521566728,0.526692532,2
548,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.498850405,0.07072778,0.180979639,0.231518105,0.017924063,44,0,43,0,0.498518407,0.513133094,0.562881583,0.518054536,2
549,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.589442194,0.030635059,0.046685588,0.134174496,0.19906272,60,22,57,2,0.535835186,0.444290536,0.395090119,0.483277047,2
550,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.609888792,0.04991395,0.060989529,0.268363416,0.010844306,166,22,162,2,0.450626511,0.613685125,0.408548337,0.501015185,2
551,P+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.536660552,0.059188887,0.04355244,0.251880527,0.108717628,158,22,155,12,0.397239955,0.53992613,0.320215949,0.544264975,2
552,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.26121816,0.29189676,0.071756162,0.333993226,0.041135728,77,11,73,1,0.413661585,0.520169767,0.354647219,0.552460122,2
553,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.75111568,0.025922138,0.049140807,0.16155459,0.012266838,106,22,103,0,0.455896898,0.489308415,0.366825229,0.511110092,2
554,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.147179291,0.030490939,0.445894837,0.356897712,0.019537272,55,0,53,4,0.509306488,0.440505963,0.586457175,0.525258655,2
555,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.312567353,0.019440517,0.064299121,0.548493266,0.055199757,92,0,91,2,0.5412474,0.512495907,0.504885626,0.483201254,2
556,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.754030466,0.01988033,0.028690487,0.154325008,0.04307377,46,0,45,2,0.504740383,0.543249878,0.401279853,0.512735515,2
557,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.123246536,0.249177262,0.02908266,0.250632912,0.347860605,129,11,123,2,0.485772094,0.493952513,0.436691565,0.535133517,2
558,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.680874527,0.05088602,0.119228937,0.138920665,0.010089842,66,11,62,1,0.335762314,0.635291087,0.303744105,0.591583535,2
559,P+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.384413242,0.024700757,0.058640718,0.476023376,0.056221936,76,22,71,1,0.419676267,0.504781639,0.407795787,0.533017015,2
560,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.442720234,0.027076524,0.022974111,0.485074669,0.022154495,76,0,75,2,0.537110461,0.451002568,0.451568009,0.510290739,2
561,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.598827004,0.025523441,0.051593188,0.204973325,0.119083099,132,0,131,4,0.49980972,0.46878738,0.502408128,0.514181023,2
562,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.397465944,0.068676732,0.100810081,0.387559086,0.045488141,112,22,109,0,0.581409046,0.442652448,0.459429842,0.48312144,2
